year,std_name,user_id,user_centroid_lat,user_centroid_lon,user_area,user_cropland,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,cvp_pctallo,cvp_pctallo_ag,cvp_pctallo_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,rights_pod_latitude,rights_pod_longitude,rights_min_year,rights_max_year,rights_mean_year,rights_med_year,rights_diversion_ag,rights_diversion_mi
1983,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1984,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1985,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1986,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1987,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1988,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1989,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1990,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1991,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1992,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1993,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1994,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1995,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1996,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1997,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1998,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1999,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2000,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2001,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2002,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2003,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2004,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2005,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2006,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2007,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2008,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2009,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2010,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,1122.6,0
2011,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,1411,0
2012,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2013,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2014,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2015,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2016,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2017,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2018,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2019,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2020,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2021,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2022,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2023,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2024,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,2876.3,1266.8,1609.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
2025,MAMMOTH COMMUNITY W.D.,4991,37.6426272459,-118.974435043,15.0710473233,.02976248356433,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2876.3,1266.8,1609.5,37.59716,-118.99703,1905,1978,1961.7443,1958,,
1981,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1982,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1983,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1984,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1985,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1986,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1987,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1988,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1989,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1990,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1991,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1992,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1993,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1994,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1995,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1996,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1997,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1998,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
1999,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
2000,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
2001,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
2002,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
2003,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
2004,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
2005,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
2006,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
2007,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
2008,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
2009,MAMMOTH MOUNTAIN SKI AREA LLC,4992,37.6425178269,-119.032377613,7.34869903848,.0009016304563926,58.5,58.5,0,58.5,58.5,0,58.5,58.5,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5,58.5,0,37.63625,-119.0256,2002,2002,2002,2002,,
