year,std_name,user_id,huc8,vol_deliv_cy,vol_deliv_wy,vol_maximum,swp_deliveries,swp_maxvol,swp_basemax,cvp_deliveries_cy,cvp_deliveries_wy,cvp_maxvol,loco_maxvol,loco_deliveries,rights_avgdivert,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum_ag,vol_maximum_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol_ag,swp_maxvol_mi,swp_basemax_ag,swp_basemax_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol_ag,cvp_maxvol_mi,cvp_pctallo,cvp_pctallo_ag,cvp_pctallo_mi,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert_ag,rights_avgdivert_mi,rights_pod_latitude,rights_pod_longitude,rights_min_year,rights_max_year,rights_mean_year,rights_med_year,rights_diversion_ag,rights_diversion_mi,user_centroid_lon,user_centroid_lat,user_area,huc8_area,huc8_pctcrop
2009,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070301,138997.81,138997.81,137153.14,63470.984,130334.7,137153.14,0,0,0,0,75526.828,0,0,138997.81,0,138997.81,0,137153.14,.40000001,,.40000001,0,63470.984,0,130334.7,0,137153.14,.40000001,.40000001,0,0,0,0,0,0,0,0,0,0,0,0,75526.828,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1293.06163946,.00006230617
2009,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070302,137894.84,137894.84,136064.81,62967.332,129300.47,136064.81,0,0,0,0,74927.508,0,0,137894.84,0,137894.84,0,136064.81,.40000001,,.40000001,0,62967.332,0,129300.47,0,136064.81,.40000001,.40000001,0,0,0,0,0,0,0,0,0,0,0,0,74927.508,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1932.53941794,.02366534559
2009,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070303,173157.44,173157.44,170859.42,79069.398,162365.3,170859.42,0,0,0,0,94088.039,0,0,173157.44,0,173157.44,0,170859.42,.40000001,,.40000001,0,79069.398,0,162365.3,0,170859.42,.40000001,.40000001,0,0,0,0,0,0,0,0,0,0,0,0,94088.039,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,2015.03404747,.00042547928
2009,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070304,290370.13,290370.13,286516.56,132592.58,272272.63,286516.56,0,0,0,0,157777.55,0,0,290370.13,0,290370.13,0,286516.56,.40000001,,.40000001,0,132592.58,0,272272.63,0,286516.56,.40000001,.40000001,0,0,0,0,0,0,0,0,0,0,0,0,157777.55,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,3638.97648328,.0003698007999999
2009,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070305,10345.426,10345.426,10208.13,4724.0625,9700.6406,10208.13,0,0,0,0,5621.3628,0,0,10345.426,0,10345.426,0,10208.13,.40000001,,.40000001,0,4724.0625,0,9700.6406,0,10208.13,.40000001,.40000001,0,0,0,0,0,0,0,0,0,0,0,0,5621.3628,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1220.29424088,.0001175549800001
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070102,2752.5913,2752.5913,2195.4839,1550.243,2086.3374,2195.4839,0,0,0,0,1202.3481,0,0,2752.5913,0,2752.5913,0,2195.4839,.5,,.5,0,1550.243,0,2086.3374,0,2195.4839,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,1202.3481,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,4223.21641816,.00151973475
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070103,146709.64,146709.64,117016.53,82626,111199.15,117016.53,0,0,0,0,64083.637,0,0,146709.64,0,146709.64,0,117016.53,.5,,.5,0,82626,0,111199.15,0,117016.53,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,64083.637,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,973.615990356,.0268194581000001
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070104,260585.94,260585.94,207844.98,146760.45,197512.14,207844.98,0,0,0,0,113825.48,0,0,260585.94,0,260585.94,0,207844.98,.5,,.5,0,146760.45,0,197512.14,0,207844.98,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,113825.48,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1494.8910167,.00005866639
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070105,276860.94,276860.94,220826.02,155926.45,209847.84,220826.02,0,0,0,0,120934.5,0,0,276860.94,0,276860.94,0,220826.02,.5,,.5,0,155926.45,0,209847.84,0,220826.02,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,120934.5,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,2160.54832751,.0001187789499999
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070106,213379.61,213379.61,170192.92,120174.13,161731.92,170192.92,0,0,0,0,93205.477,0,0,213379.61,0,213379.61,0,170192.92,.5,,.5,0,120174.13,0,161731.92,0,170192.92,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,93205.477,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1845.81242866,.0000636867799999
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070201,42263.426,42263.426,33709.574,23802.512,32033.732,33709.574,0,0,0,0,18460.914,0,0,42263.426,0,42263.426,0,33709.574,.5,,.5,0,23802.512,0,32033.732,0,33709.574,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,18460.914,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,228.636088295,.00007914085
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070202,214588.91,214588.91,171157.45,120855.2,162648.5,171157.45,0,0,0,0,93733.703,0,0,214588.91,0,214588.91,0,171157.45,.5,,.5,0,120855.2,0,162648.5,0,171157.45,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,93733.703,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1995.59164953,.10284045088
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070203,359924.09,359924.09,287077.72,202707.11,272805.88,287077.72,0,0,0,0,157216.97,0,0,359924.09,0,359924.09,0,287077.72,.5,,.5,0,202707.11,0,272805.88,0,287077.72,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,157216.97,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,4413.62366663,.00083605009
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070204,76074.195,76074.195,60677.254,42844.535,57660.734,60677.254,0,0,0,0,33229.656,0,0,76074.195,0,76074.195,0,60677.254,.5,,.5,0,42844.535,0,57660.734,0,60677.254,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,33229.656,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,410.741599255,.00065853374
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070301,171955.95,171955.95,137153.14,96844.578,130334.7,137153.14,0,0,0,0,75111.375,0,0,171955.95,0,171955.95,0,137153.14,.5,,.5,0,96844.578,0,130334.7,0,137153.14,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,75111.375,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1293.06163946,.00006230617
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070302,170591.45,170591.45,136064.81,96076.102,129300.47,136064.81,0,0,0,0,74515.359,0,0,170591.45,0,170591.45,0,136064.81,.5,,.5,0,96076.102,0,129300.47,0,136064.81,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,74515.359,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1932.53941794,.02366534559
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070303,214215.25,214215.25,170859.42,120644.77,162365.3,170859.42,0,0,0,0,93570.492,0,0,214215.25,0,214215.25,0,170859.42,.5,,.5,0,120644.77,0,162365.3,0,170859.42,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,93570.492,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,2015.03404747,.00042547928
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070304,359220.56,359220.56,286516.56,202310.89,272272.63,286516.56,0,0,0,0,156909.66,0,0,359220.56,0,359220.56,0,286516.56,.5,,.5,0,202310.89,0,272272.63,0,286516.56,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,156909.66,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,3638.97648328,.0003698007999999
2010,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070305,12798.457,12798.457,10208.13,7208.0151,9700.6406,10208.13,0,0,0,0,5590.4414,0,0,12798.457,0,12798.457,0,10208.13,.5,,.5,0,7208.0151,0,9700.6406,0,10208.13,.5,.5,0,0,0,0,0,0,0,0,0,0,0,0,5590.4414,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1220.29424088,.0001175549800001
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070102,2607.0061,2607.0061,2195.4839,1840.8339,2086.3374,2195.4839,0,0,0,0,766.17206,0,0,2607.0061,0,2607.0061,0,2195.4839,.80000001,,.80000001,0,1840.8339,0,2086.3374,0,2195.4839,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,766.17206,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,4223.21641816,.00151973475
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070103,138950.13,138950.13,117016.53,98114.125,111199.15,117016.53,0,0,0,0,40836.004,0,0,138950.13,0,138950.13,0,117016.53,.80000001,,.80000001,0,98114.125,0,111199.15,0,117016.53,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,40836.004,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,973.615990356,.0268194581000001
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070104,246803.48,246803.48,207844.98,174270.5,197512.14,207844.98,0,0,0,0,72532.992,0,0,246803.48,0,246803.48,0,207844.98,.80000001,,.80000001,0,174270.5,0,197512.14,0,207844.98,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,72532.992,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1494.8910167,.00005866639
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070105,262217.69,262217.69,220826.02,185154.64,209847.84,220826.02,0,0,0,0,77063.07,0,0,262217.69,0,262217.69,0,220826.02,.80000001,,.80000001,0,185154.64,0,209847.84,0,220826.02,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,77063.07,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,2160.54832751,.0001187789499999
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070106,202093.91,202093.91,170192.92,142700.61,161731.92,170192.92,0,0,0,0,59393.309,0,0,202093.91,0,202093.91,0,170192.92,.80000001,,.80000001,0,142700.61,0,161731.92,0,170192.92,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,59393.309,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1845.81242866,.0000636867799999
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070201,40028.105,40028.105,33709.574,28264.26,32033.732,33709.574,0,0,0,0,11763.846,0,0,40028.105,0,40028.105,0,33709.574,.80000001,,.80000001,0,28264.26,0,32033.732,0,33709.574,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,11763.846,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,228.636088295,.00007914085
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070202,203239.25,203239.25,171157.45,143509.33,162648.5,171157.45,0,0,0,0,59729.91,0,0,203239.25,0,203239.25,0,171157.45,.80000001,,.80000001,0,143509.33,0,162648.5,0,171157.45,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,59729.91,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1995.59164953,.10284045088
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070203,340887.63,340887.63,287077.72,240704.27,272805.88,287077.72,0,0,0,0,100183.34,0,0,340887.63,0,340887.63,0,287077.72,.80000001,,.80000001,0,240704.27,0,272805.88,0,287077.72,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,100183.34,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,4413.62366663,.00083605009
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070204,72050.609,72050.609,60677.254,50875.684,57660.734,60677.254,0,0,0,0,21174.928,0,0,72050.609,0,72050.609,0,60677.254,.80000001,,.80000001,0,50875.684,0,57660.734,0,60677.254,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,21174.928,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,410.741599255,.00065853374
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070301,162861.17,162861.17,137153.14,114997.95,130334.7,137153.14,0,0,0,0,47863.211,0,0,162861.17,0,162861.17,0,137153.14,.80000001,,.80000001,0,114997.95,0,130334.7,0,137153.14,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,47863.211,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1293.06163946,.00006230617
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070302,161568.83,161568.83,136064.81,114085.43,129300.47,136064.81,0,0,0,0,47483.406,0,0,161568.83,0,161568.83,0,136064.81,.80000001,,.80000001,0,114085.43,0,129300.47,0,136064.81,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,47483.406,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1932.53941794,.02366534559
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070303,202885.36,202885.36,170859.42,143259.45,162365.3,170859.42,0,0,0,0,59625.906,0,0,202885.36,0,202885.36,0,170859.42,.80000001,,.80000001,0,143259.45,0,162365.3,0,170859.42,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,59625.906,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,2015.03404747,.00042547928
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070304,340221.28,340221.28,286516.56,240233.78,272272.63,286516.56,0,0,0,0,99987.516,0,0,340221.28,0,340221.28,0,286516.56,.80000001,,.80000001,0,240233.78,0,272272.63,0,286516.56,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,99987.516,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,3638.97648328,.0003698007999999
2011,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070305,12121.544,12121.544,10208.13,8559.1475,9700.6406,10208.13,0,0,0,0,3562.3962,0,0,12121.544,0,12121.544,0,10208.13,.80000001,,.80000001,0,8559.1475,0,9700.6406,0,10208.13,.80000001,.80000001,0,0,0,0,0,0,0,0,0,0,0,0,3562.3962,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1220.29424088,.0001175549800001
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070102,2143.5564,2143.5564,2195.4839,1336.9445,2086.3374,2195.4839,0,0,0,0,806.612,0,0,2143.5564,0,2143.5564,0,2195.4839,.64999998,,.64999998,0,1336.9445,0,2086.3374,0,2195.4839,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,806.612,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,4223.21641816,.00151973475
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070103,114248.85,114248.85,117016.53,71257.453,111199.15,117016.53,0,0,0,0,42991.402,0,0,114248.85,0,114248.85,0,117016.53,.64999998,,.64999998,0,71257.453,0,111199.15,0,117016.53,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,42991.402,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,973.615990356,.0268194581000001
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070104,202929.03,202929.03,207844.98,126567.62,197512.14,207844.98,0,0,0,0,76361.406,0,0,202929.03,0,202929.03,0,207844.98,.64999998,,.64999998,0,126567.62,0,197512.14,0,207844.98,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,76361.406,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1494.8910167,.00005866639
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070105,215603.05,215603.05,220826.02,134472.45,209847.84,220826.02,0,0,0,0,81130.594,0,0,215603.05,0,215603.05,0,220826.02,.64999998,,.64999998,0,134472.45,0,209847.84,0,220826.02,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,81130.594,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,2160.54832751,.0001187789499999
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070106,166167.52,166167.52,170192.92,103639.32,161731.92,170192.92,0,0,0,0,62528.191,0,0,166167.52,0,166167.52,0,170192.92,.64999998,,.64999998,0,103639.32,0,161731.92,0,170192.92,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,62528.191,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1845.81242866,.0000636867799999
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070201,32912.277,32912.277,33709.574,20527.514,32033.732,33709.574,0,0,0,0,12384.762,0,0,32912.277,0,32912.277,0,33709.574,.64999998,,.64999998,0,20527.514,0,32033.732,0,33709.574,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,12384.762,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,228.636088295,.00007914085
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070202,167109.23,167109.23,171157.45,104226.68,162648.5,171157.45,0,0,0,0,62882.559,0,0,167109.23,0,167109.23,0,171157.45,.64999998,,.64999998,0,104226.68,0,162648.5,0,171157.45,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,62882.559,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1995.59164953,.10284045088
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070203,280287.75,280287.75,287077.72,174816.55,272805.88,287077.72,0,0,0,0,105471.2,0,0,280287.75,0,280287.75,0,287077.72,.64999998,,.64999998,0,174816.55,0,272805.88,0,287077.72,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,105471.2,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,4413.62366663,.00083605009
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070204,59242.113,59242.113,60677.254,36949.535,57660.734,60677.254,0,0,0,0,22292.578,0,0,59242.113,0,59242.113,0,60677.254,.64999998,,.64999998,0,36949.535,0,57660.734,0,60677.254,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,22292.578,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,410.741599255,.00065853374
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070301,133909.2,133909.2,137153.14,83519.688,130334.7,137153.14,0,0,0,0,50389.516,0,0,133909.2,0,133909.2,0,137153.14,.64999998,,.64999998,0,83519.688,0,130334.7,0,137153.14,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,50389.516,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1293.06163946,.00006230617
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070302,132846.61,132846.61,136064.81,82856.945,129300.47,136064.81,0,0,0,0,49989.664,0,0,132846.61,0,132846.61,0,136064.81,.64999998,,.64999998,0,82856.945,0,129300.47,0,136064.81,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,49989.664,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1932.53941794,.02366534559
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070303,166818.27,166818.27,170859.42,104045.2,162365.3,170859.42,0,0,0,0,62773.066,0,0,166818.27,0,166818.27,0,170859.42,.64999998,,.64999998,0,104045.2,0,162365.3,0,170859.42,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,62773.066,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,2015.03404747,.00042547928
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070304,279739.88,279739.88,286516.56,174474.84,272272.63,286516.56,0,0,0,0,105265.03,0,0,279739.88,0,279739.88,0,286516.56,.64999998,,.64999998,0,174474.84,0,272272.63,0,286516.56,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,105265.03,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,3638.97648328,.0003698007999999
2012,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070305,9966.6865,9966.6865,10208.13,6216.2612,9700.6406,10208.13,0,0,0,0,3750.4258,0,0,9966.6865,0,9966.6865,0,10208.13,.64999998,,.64999998,0,6216.2612,0,9700.6406,0,10208.13,.64999998,.64999998,0,0,0,0,0,0,0,0,0,0,0,0,3750.4258,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1220.29424088,.0001175549800001
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070102,2082.9058,2082.9058,2195.4839,974.18805,2086.3374,2195.4839,0,0,0,0,1108.7178,0,0,2082.9058,0,2082.9058,0,2195.4839,.34999999,,.34999999,0,974.18805,0,2086.3374,0,2195.4839,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,1108.7178,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,4223.21641816,.00151973475
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070103,111016.25,111016.25,117016.53,51922.992,111199.15,117016.53,0,0,0,0,59093.258,0,0,111016.25,0,111016.25,0,117016.53,.34999999,,.34999999,0,51922.992,0,111199.15,0,117016.53,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,59093.258,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,973.615990356,.0268194581000001
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070104,197187.28,197187.28,207844.98,92225.719,197512.14,207844.98,0,0,0,0,104961.56,0,0,197187.28,0,197187.28,0,207844.98,.34999999,,.34999999,0,92225.719,0,197512.14,0,207844.98,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,104961.56,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1494.8910167,.00005866639
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070105,209502.69,209502.69,220826.02,97985.719,209847.84,220826.02,0,0,0,0,111516.98,0,0,209502.69,0,209502.69,0,220826.02,.34999999,,.34999999,0,97985.719,0,209847.84,0,220826.02,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,111516.98,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,2160.54832751,.0001187789499999
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070106,161465.91,161465.91,170192.92,75518.609,161731.92,170192.92,0,0,0,0,85947.297,0,0,161465.91,0,161465.91,0,170192.92,.34999999,,.34999999,0,75518.609,0,161731.92,0,170192.92,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,85947.297,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1845.81242866,.0000636867799999
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070201,31981.043,31981.043,33709.574,14957.733,32033.732,33709.574,0,0,0,0,17023.311,0,0,31981.043,0,31981.043,0,33709.574,.34999999,,.34999999,0,14957.733,0,32033.732,0,33709.574,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,17023.311,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,228.636088295,.00007914085
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070202,162380.98,162380.98,171157.45,75946.602,162648.5,171157.45,0,0,0,0,86434.383,0,0,162380.98,0,162380.98,0,171157.45,.34999999,,.34999999,0,75946.602,0,162648.5,0,171157.45,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,86434.383,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1995.59164953,.10284045088
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070203,272357.19,272357.19,287077.72,127383.15,272805.88,287077.72,0,0,0,0,144974.03,0,0,272357.19,0,272357.19,0,287077.72,.34999999,,.34999999,0,127383.15,0,272805.88,0,287077.72,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,144974.03,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,4413.62366663,.00083605009
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070204,57565.895,57565.895,60677.254,26923.928,57660.734,60677.254,0,0,0,0,30641.967,0,0,57565.895,0,57565.895,0,60677.254,.34999999,,.34999999,0,26923.928,0,57660.734,0,60677.254,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,30641.967,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,410.741599255,.00065853374
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070301,130120.33,130120.33,137153.14,60858.086,130334.7,137153.14,0,0,0,0,69262.234,0,0,130120.33,0,130120.33,0,137153.14,.34999999,,.34999999,0,60858.086,0,130334.7,0,137153.14,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,69262.234,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1293.06163946,.00006230617
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070302,129087.8,129087.8,136064.81,60375.168,129300.47,136064.81,0,0,0,0,68712.633,0,0,129087.8,0,129087.8,0,136064.81,.34999999,,.34999999,0,60375.168,0,129300.47,0,136064.81,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,68712.633,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,1932.53941794,.02366534559
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070303,162098.25,162098.25,170859.42,75814.359,162365.3,170859.42,0,0,0,0,86283.883,0,0,162098.25,0,162098.25,0,170859.42,.34999999,,.34999999,0,75814.359,0,162365.3,0,170859.42,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,86283.883,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,2015.03404747,.00042547928
2013,METROPOLITAN W.D. OF SOUTHERN CALIFORNIA,5056,18070304,271824.81,271824.81,286516.56,127134.16,272272.63,286516.56,0,0,0,0,144690.66,0,0,271824.81,0,271824.81,0,286516.56,.34999999,,.34999999,0,127134.16,0,272272.63,0,286516.56,.34999999,.34999999,0,0,0,0,0,0,0,0,0,0,0,0,144690.66,0,0,,,,,,,,,-117.698760833,33.6814771176,13623.9776321,3638.97648328,.0003698007999999
